Entidad,"Tasa de Rendimiento Efectivo Anual (TREA)
(%)",DEPARTAMENTO,TIPO_DE_PRODUCTO,PRODUCTO,CONDICION,FECHA,TREA (US$ 1000),TREA (US$ 3000),TREA (US$ 10000),TREA (S/. 1000),TREA (S/. 3000),TREA (S/. 10000),TREA Mínima S/,TREA Máxima S/,TREA Mínima US$,TREA Máxima US$,"Tasa de Rendimiento
Efectivo Anual
(TREA) (%)",Tasa de Rendimiento Efectivo Anual (TREA) (%)
CMAC PAITA,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC MAYNAS,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
INTERBANK,0.2,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0.1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC CUSCO,0.01,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC PAITA,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC MAYNAS,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC PIURA,0.15,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.15,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC TRUJILLO,0.1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC HUANCAYO,0.1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CRAC LOS ANDES,0.08,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA CONFIANZA,0.01,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BBVA,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC PAITA,0.75,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC MAYNAS,0.5,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC CUSCO,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0.25,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA EFECTIVA,4.5,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO PICHINCHA,4,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CRAC LOS ANDES,2,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC PAITA,1.1,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
FINANCIERA CONFIANZA,0.75,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC TRUJILLO,0.6,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC MAYNAS,0.5,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC PIURA,0.35,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC HUANCAYO,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,0.3,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BANCO DE CREDITO,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
BBVA,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
MIBANCO,0,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN NUEVOS SOLES SIN COBRO DE MANTENIMIENTO,30-01-2026,,,,,,,,,,,,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.25,0.25,0.25,,,,,,,,,
MIBANCO,,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.25,0.25,0.25,,,,,,,,,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0.12,0.12,0.12,,,,,,,,,
CMAC DEL SANTA,,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,30-01-2026,0,0,0,,,,,,,,,
MIBANCO,,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,1,1,1.5,,,,,,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0.3,0.3,1,,,,,,
CMAC DEL SANTA,,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,0,0,0,,,,,,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,AHORRO PERSONAS NATURALES,RENDIMIENTO DE CUENTAS DE AHORRO EN SOLES CON COBRO DE MANTENIMIENTO,30-01-2026,,,,-9.48,0.12,0.12,,,,,,
CMAC PIURA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.5,7,0.9,1,,
FINANCIERA OH,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6.5,6.5,0,0,,
CMAC PAITA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6,6,1,1,,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,6,6,0.5,0.5,,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,6,0.01,0.01,,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5.5,7.5,0.25,0.5,,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,6.5,0.3,1,,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,6,1,1,,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,5,6.5,0.25,0.25,,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,4.75,5.75,0.25,0.4,,
MIBANCO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,3.75,5.75,1,1.3,,
BBVA,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,1.1,2.6,0.6,1.1,,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,CTS,RENDIMIENTO ASOCIADO A LOS DEPOSITOS CTS,30-01-2026,,,,,,,1,3,0.5,1.25,,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.5,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.11,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 1 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.5,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.4,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.25,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.11,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.5,
CMCP LIMA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.45,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.35,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.3,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.11,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN DOLARES,DEPOSITOS A PLAZO POR US$. 3 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.01,
FINANCIERA EFECTIVA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,5.25,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,4,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3.55,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3.5,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3.1,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,3,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,2.85,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,2.6,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.75,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.7,
BANCO PICHINCHA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.25,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,1.15,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 5 000 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
FINANCIERA EFECTIVA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,5.25
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,4
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,3.55
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,3.5
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,3.1
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,3
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,2.85
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,2.6
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,1.75
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,1.7
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,1.15
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 10 000 A 360 DIAS,30-01-2026,,,,,,,,,,,,0.25
FINANCIERA EFECTIVA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,5.25,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,4,
FINANCIERA CONFIANZA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,3.5,
CMAC TRUJILLO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,3.2,
CMAC PAITA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,3.1,
CMAC PIURA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,3,
CMAC HUANCAYO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,2.85,
CMAC CUSCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,2.6,
CMAC MAYNAS,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,1.75,
CMAC AREQUIPA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,1.7,
MIBANCO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,1.15,
BANCO DE CREDITO,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 2 500 A 360 DIAS,30-01-2026,,,,,,,,,,,0.2,
FINANCIERA EFECTIVA,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,5.25,
CRAC LOS ANDES,,AMAZONAS,DEPOSITOS,PLAZO FIJO EN SOLES,DEPOSITOS A PLAZO POR S/. 20 000 A 360 DIAS,30-01-2026,,,,,,,,,,,4,
